"","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P","P"
"421",0.625,0.544,0.5582,0.5726,0.5415,0.5778,0.4882,0.5156,0.5025,0.5334,0.4317,0.4165,0.3887,0.4153,0.4086,0.459,0.4695,0.471,0.4472,0.423,0.5389,0.5656,0.542,0.517,0.5715
"422",0.71,0.6084,0.6752,0.6316,0.5715,0.4511,0.4751,0.4556,0.502,0.5131,0.5398,0.546,0.5431,0.6037,0.5926,0.6685,0.5685,0.708,0.7262,0.7305,0.606,0.5442,0.5417,0.614,0.5555
"423",0.3865,0.376,0.4312,0.4692,0.405,0.6337,0.6392,0.5763,0.543,0.6171,0.5541,0.626,0.5884,0.5994,0.5952,0.4172,0.3275,0.388,0.3494,0.3545,0.3012,0.3453,0.4185,0.4093,0.4295
"424",0.4765,0.4042,0.3969,0.4382,0.5145,0.4365,0.432,0.5044,0.4745,0.4522,0.4797,0.5045,0.4748,0.5091,0.4677,0.6755,0.727,0.7,0.788,0.7545,0.5602,0.6034,0.6148,0.5477,0.57
"425",0.387,0.3604,0.4331,0.4532,0.416,0.3828,0.3502,0.4642,0.4,0.3885,0.3961,0.4405,0.4076,0.4533,0.4667,0.4183,0.3265,0.3845,0.3502,0.378,0.2917,0.3431,0.4521,0.4198,0.4145
"426",0.466,0.4612,0.3717,0.4274,0.4035,0.4389,0.4528,0.4547,0.45,0.4341,0.6042,0.669,0.6461,0.6246,0.6465,0.4612,0.528,0.4775,0.494,0.445,0.6415,0.6083,0.5943,0.6201,0.5635
"427",0.4525,0.4174,0.4387,0.4506,0.512,0.4401,0.4432,0.4542,0.466,0.439,0.5094,0.491,0.4884,0.5039,0.5151,0.3933,0.4725,0.3895,0.4758,0.4235,0.711,0.6116,0.6058,0.5618,0.715
"428",0.532,0.5266,0.5231,0.5172,0.4865,0.5848,0.5768,0.6026,0.6155,0.5435,0.4726,0.542,0.4724,0.46,0.4819,0.365,0.4005,0.3635,0.4444,0.333,0.4969,0.4786,0.4242,0.4385,0.4815
"429",0.466,0.4744,0.3701,0.4504,0.375,0.6912,0.6334,0.7153,0.6955,0.6289,0.4914,0.5135,0.441,0.4904,0.4365,0.459,0.4695,0.471,0.4472,0.423,0.4821,0.4607,0.404,0.4438,0.475
"430",0.5815,0.5904,0.5896,0.5602,0.56,0.611,0.6673,0.609,0.6175,0.5865,0.5748,0.5965,0.605,0.5784,0.5904,0.4014,0.46,0.414,0.4626,0.411,0.433,0.5237,0.5218,0.4829,0.4545
"431",0.613,0.5474,0.5523,0.5492,0.544,0.5353,0.4783,0.5166,0.5165,0.522,0.5243,0.5345,0.6147,0.5688,0.5412,0.4566,0.4735,0.475,0.4902,0.446,0.3984,0.518,0.4395,0.4772,0.499
"432",0.6255,0.5414,0.5632,0.5234,0.6685,0.4562,0.4997,0.4716,0.4945,0.5181,0.6086,0.5905,0.5868,0.6815,0.6266,0.457,0.4855,0.5345,0.5524,0.6615,0.5783,0.571,0.5523,0.5455,0.574
"433",0.6955,0.6344,0.6976,0.6504,0.602,0.4621,0.4231,0.5436,0.491,0.4937,0.5665,0.5535,0.5735,0.589,0.5849,0.5488,0.5795,0.4975,0.5846,0.493,0.4978,0.4701,0.4442,0.526,0.465
"434",0.5265,0.4686,0.5424,0.5016,0.4465,0.5366,0.6233,0.5495,0.5055,0.5796,0.473,0.4825,0.4591,0.5186,0.478,0.4605,0.35,0.445,0.3958,0.4245,0.4859,0.5569,0.537,0.6293,0.5435
"435",0.534,0.5396,0.5251,0.5334,0.4905,0.5538,0.5268,0.5941,0.5475,0.5142,0.6638,0.678,0.7336,0.7055,0.7039,0.6571,0.5885,0.663,0.6184,0.6285,0.6197,0.5568,0.5609,0.6464,0.5845
"436",0.5315,0.481,0.4969,0.4492,0.484,0.5362,0.5453,0.5523,0.534,0.5085,0.6522,0.6005,0.6175,0.6108,0.6105,0.5812,0.5445,0.526,0.5952,0.492,0.7349,0.6609,0.6749,0.6337,0.6875
"437",0.5055,0.5146,0.4256,0.5626,0.467,0.4427,0.4938,0.5055,0.4965,0.5166,0.4045,0.341,0.2722,0.3588,0.344,0.3255,0.418,0.371,0.4148,0.363,0.5359,0.5338,0.4865,0.4475,0.5185
"438",0.688,0.6954,0.7057,0.7422,0.7125,0.5767,0.6195,0.5777,0.58,0.5643,0.5549,0.5385,0.579,0.5501,0.5988,0.6195,0.5765,0.605,0.624,0.638,0.5788,0.7085,0.646,0.5878,0.629
"439",0.5385,0.516,0.5238,0.523,0.534,0.6002,0.6312,0.6384,0.595,0.6424,0.5679,0.5635,0.6074,0.5152,0.5765,0.5512,0.4795,0.5275,0.5728,0.516,0.5894,0.5098,0.5284,0.5986,0.552
"440",0.36,0.3,0.4047,0.3714,0.3795,0.5963,0.5766,0.6129,0.648,0.5916,0.4495,0.434,0.4593,0.4958,0.4806,0.5181,0.5555,0.507,0.5038,0.529,0.3833,0.3406,0.3475,0.3902,0.3415
"441",0.6425,0.6124,0.6802,0.688,0.7175,0.3576,0.4069,0.4358,0.433,0.3902,0.5047,0.4825,0.4704,0.5031,0.5041,0.6602,0.567,0.6885,0.712,0.717,0.7116,0.6829,0.6244,0.6358,0.7565
"442",0.7085,0.6568,0.6996,0.6582,0.627,0.4866,0.4383,0.4743,0.4735,0.4863,0.3516,0.33,0.3546,0.351,0.3854,0.3695,0.466,0.3785,0.3856,0.388,0.4323,0.444,0.5162,0.4965,0.498
"443",0.5985,0.5206,0.5867,0.5516,0.5395,0.5981,0.5509,0.5833,0.565,0.6151,0.6119,0.6095,0.7065,0.6043,0.5868,0.5193,0.633,0.612,0.4814,0.521,0.6843,0.6358,0.6594,0.6236,0.636
"444",0.547,0.437,0.4521,0.5072,0.459,0.4748,0.5169,0.4934,0.5135,0.4791,0.4022,0.3935,0.3361,0.4175,0.405,0.6507,0.581,0.44,0.646,0.5755,0.7272,0.6513,0.6436,0.6574,0.733
"445",0.585,0.5124,0.4984,0.5248,0.5795,0.6899,0.6679,0.6931,0.6805,0.618,0.5677,0.544,0.5195,0.5417,0.5148,0.6601,0.6425,0.5775,0.548,0.664,0.6689,0.6411,0.6949,0.6908,0.677
"446",0.6805,0.6484,0.7237,0.6928,0.611,0.4462,0.4349,0.484,0.4805,0.4202,0.5999,0.642,0.5908,0.5997,0.6108,0.458,0.4575,0.3325,0.4324,0.345,0.5908,0.5862,0.691,0.6027,0.6
"447",0.701,0.6408,0.7031,0.6478,0.642,0.6645,0.6144,0.6969,0.663,0.5962,0.5485,0.6135,0.5549,0.5421,0.5722,0.6667,0.6975,0.697,0.69,0.669,0.6695,0.5747,0.6402,0.5611,0.6855
"448",0.608,0.582,0.5539,0.5878,0.5595,0.4464,0.3846,0.5024,0.469,0.48,0.579,0.5725,0.5734,0.5827,0.5479,0.5226,0.585,0.43,0.5436,0.4835,0.5687,0.5899,0.7251,0.6198,0.6125
"449",0.6435,0.6342,0.6836,0.6572,0.5795,0.6684,0.6406,0.6762,0.638,0.5944,0.7092,0.6895,0.6986,0.6531,0.6481,0.6613,0.7155,0.73,0.7056,0.692,0.5209,0.6713,0.5556,0.5835,0.5365
"450",0.7255,0.676,0.7304,0.686,0.657,0.6746,0.6488,0.6748,0.631,0.6069,0.6347,0.6295,0.6299,0.6272,0.5704,0.643,0.654,0.6705,0.6474,0.677,0.5997,0.5759,0.5758,0.6055,0.6335
"451",0.2565,0.2436,0.2956,0.2188,0.274,0.3844,0.3749,0.3885,0.38,0.3812,0.3787,0.3905,0.4341,0.3833,0.4202,0.6092,0.5155,0.6105,0.6624,0.6505,0.5012,0.5466,0.5604,0.5288,0.5435
"452",0.565,0.5552,0.5582,0.5478,0.4965,0.6105,0.6063,0.6266,0.6175,0.5849,0.4157,0.448,0.412,0.4897,0.4724,0.5225,0.563,0.49,0.5276,0.508,0.5923,0.6792,0.586,0.6565,0.6175
"453",0.6965,0.6292,0.7087,0.6936,0.5995,0.4692,0.3915,0.4847,0.4625,0.4779,0.4395,0.423,0.4462,0.4256,0.4804,0.4993,0.472,0.506,0.523,0.497,0.5662,0.5016,0.5683,0.619,0.615
"454",0.478,0.543,0.5694,0.5822,0.555,0.592,0.6514,0.6153,0.553,0.6059,0.5053,0.487,0.5511,0.5335,0.5494,0.5757,0.5695,0.5785,0.5642,0.5815,0.5527,0.5755,0.5969,0.5793,0.57
"455",0.6705,0.6584,0.7134,0.7116,0.618,0.6143,0.6461,0.6455,0.608,0.5982,0.6369,0.6495,0.6777,0.6746,0.6485,0.6929,0.595,0.6325,0.7254,0.5845,0.5369,0.5085,0.5161,0.5758,0.5525
"456",0.4765,0.4132,0.3925,0.448,0.5255,0.5534,0.5488,0.5931,0.5565,0.5369,0.3234,0.3225,0.3001,0.3239,0.3063,0.5094,0.6465,0.62,0.6366,0.604,0.6434,0.6262,0.6183,0.6503,0.5995
"457",0.7225,0.7542,0.7629,0.8348,0.781,0.4923,0.4208,0.5402,0.5005,0.5338,0.7379,0.7445,0.7703,0.7446,0.7554,0.633,0.6255,0.599,0.5938,0.5345,0.6872,0.6617,0.6678,0.7035,0.6555
"458",0.652,0.6926,0.6899,0.7048,0.7045,0.6245,0.6499,0.6738,0.6395,0.6632,0.5729,0.5205,0.5072,0.5915,0.5467,0.6804,0.7085,0.6935,0.773,0.6925,0.6159,0.526,0.5865,0.5358,0.595
"459",0.676,0.6004,0.6679,0.6016,0.5985,0.5882,0.582,0.6153,0.5995,0.545,0.7023,0.6745,0.7109,0.632,0.6328,0.6145,0.566,0.6295,0.5594,0.5775,0.5821,0.5865,0.7138,0.6003,0.622
"460",0.472,0.4732,0.3987,0.4566,0.4475,0.4229,0.4127,0.3471,0.412,0.4314,0.4209,0.4215,0.3468,0.3989,0.3818,0.4297,0.452,0.4175,0.4756,0.3545,0.4694,0.4442,0.4577,0.4533,0.557
"461",0.521,0.5424,0.5755,0.5954,0.5865,0.5302,0.4525,0.5705,0.5215,0.5439,0.6006,0.6275,0.6893,0.642,0.6677,0.675,0.6885,0.7135,0.7272,0.708,0.4702,0.4371,0.4472,0.5112,0.457
"462",0.477,0.4494,0.5092,0.4012,0.3615,0.4835,0.4731,0.5275,0.4695,0.4642,0.4679,0.445,0.4396,0.4313,0.4803,0.416,0.493,0.4415,0.397,0.442,0.4059,0.3816,0.4524,0.3565,0.364
"463",0.693,0.6346,0.6956,0.6454,0.5965,0.5979,0.5443,0.6199,0.593,0.5786,0.5303,0.5345,0.5702,0.5461,0.5482,0.6478,0.549,0.627,0.6628,0.5765,0.736,0.6537,0.6489,0.6614,0.737
"464",0.5105,0.5068,0.4262,0.5734,0.456,0.5043,0.4801,0.5868,0.555,0.4621,0.5149,0.5225,0.5158,0.5553,0.4951,0.5579,0.4965,0.491,0.6206,0.488,0.5623,0.4776,0.562,0.5676,0.596
"465",0.3575,0.4758,0.3798,0.4068,0.4665,0.4845,0.4191,0.5348,0.512,0.495,0.5129,0.392,0.4119,0.4224,0.3995,0.661,0.704,0.7085,0.7228,0.634,0.6058,0.6278,0.6101,0.6242,0.6085
"466",0.5705,0.568,0.5576,0.6366,0.598,0.7611,0.7495,0.7355,0.738,0.716,0.5211,0.572,0.5145,0.4997,0.535,0.5636,0.653,0.606,0.6294,0.625,0.6182,0.6595,0.6526,0.5966,0.6475
"467",0.5595,0.515,0.5143,0.537,0.5465,0.3914,0.3695,0.4661,0.416,0.391,0.6777,0.64,0.6882,0.6038,0.6359,0.5791,0.5065,0.549,0.5524,0.5585,0.5792,0.4987,0.5434,0.5778,0.509
"468",0.64,0.637,0.6904,0.6492,0.5905,0.4476,0.4593,0.543,0.532,0.4632,0.5827,0.653,0.6071,0.5845,0.6029,0.6613,0.7155,0.73,0.7056,0.692,0.7359,0.6578,0.7799,0.7052,0.712
"469",0.73,0.7574,0.7618,0.8442,0.7805,0.6607,0.6961,0.7124,0.664,0.6778,0.7202,0.736,0.7694,0.7431,0.7563,0.7007,0.5885,0.6815,0.7416,0.733,0.472,0.4486,0.3883,0.4765,0.5145
"470",0.6565,0.5882,0.5822,0.6312,0.655,0.6667,0.6553,0.5908,0.6685,0.6465,0.5846,0.5785,0.613,0.5651,0.5862,0.5692,0.628,0.5355,0.498,0.6425,0.5271,0.5115,0.47,0.5056,0.566
"471",0.256,0.2524,0.2994,0.2432,0.2295,0.5301,0.4731,0.5816,0.5625,0.514,0.5243,0.533,0.5207,0.5492,0.5442,0.5596,0.484,0.515,0.5172,0.5375,0.654,0.6305,0.6113,0.6265,0.63
"472",0.666,0.6232,0.6826,0.6722,0.671,0.6803,0.6358,0.6938,0.6435,0.6256,0.7503,0.7135,0.7289,0.672,0.6653,0.5833,0.6085,0.6525,0.657,0.6615,0.7322,0.6615,0.7739,0.7022,0.7175
"473",0.44,0.4684,0.5274,0.5484,0.461,0.6794,0.6878,0.6736,0.651,0.607,0.52,0.5375,0.5187,0.5369,0.4803,0.4698,0.4575,0.498,0.5232,0.4485,0.5041,0.3898,0.4528,0.5501,0.531
"474",0.4875,0.5044,0.4526,0.4336,0.45,0.6249,0.6111,0.6739,0.6105,0.5552,0.6987,0.654,0.7188,0.6257,0.6292,0.317,0.3825,0.4335,0.4212,0.399,0.6807,0.5653,0.6514,0.669,0.5435
"475",0.7255,0.7402,0.7246,0.7782,0.727,0.5257,0.5612,0.5286,0.54,0.5208,0.6048,0.562,0.5997,0.6424,0.6151,0.5743,0.6275,0.5195,0.5546,0.571,0.5206,0.6328,0.5547,0.4621,0.594
"476",0.5945,0.523,0.5772,0.5712,0.6065,0.5982,0.6078,0.5704,0.5955,0.5851,0.4792,0.517,0.4954,0.587,0.5267,0.5007,0.551,0.487,0.5938,0.572,0.6145,0.5344,0.5942,0.6502,0.605
"477",0.5595,0.502,0.5607,0.55,0.5495,0.6436,0.6538,0.6268,0.6385,0.668,0.6144,0.5705,0.5642,0.6708,0.5992,0.6295,0.5675,0.4665,0.578,0.565,0.6288,0.5487,0.6187,0.5225,0.657
"478",0.7215,0.6968,0.7973,0.7746,0.7345,0.5349,0.5495,0.5745,0.57,0.5872,0.7014,0.6705,0.7511,0.7336,0.7193,0.7112,0.7215,0.7325,0.6694,0.648,0.7123,0.6666,0.6281,0.6242,0.7395
"479",0.57,0.5978,0.5779,0.5984,0.6265,0.5157,0.4981,0.5135,0.483,0.4786,0.4613,0.453,0.4686,0.506,0.4797,0.6158,0.6235,0.579,0.5538,0.5935,0.3833,0.3406,0.3475,0.3902,0.3415
"480",0.628,0.6416,0.694,0.6522,0.588,0.4574,0.4839,0.4644,0.4745,0.4076,0.5768,0.567,0.5374,0.6334,0.593,0.6611,0.607,0.6595,0.6896,0.571,0.5507,0.574,0.5831,0.5228,0.5995
"481",0.572,0.5516,0.5495,0.6406,0.602,0.4317,0.5324,0.48,0.485,0.5329,0.5062,0.478,0.481,0.5511,0.5214,0.2345,0.3105,0.351,0.3062,0.282,0.6058,0.6148,0.7696,0.6519,0.6185
"482",0.702,0.6968,0.6406,0.636,0.6775,0.4884,0.5309,0.5096,0.58,0.5517,0.6493,0.704,0.6936,0.6369,0.6774,0.4461,0.402,0.3405,0.5272,0.3845,0.6758,0.6562,0.649,0.6338,0.6495
"483",0.4235,0.3648,0.2842,0.4214,0.3925,0.6398,0.6397,0.6343,0.6375,0.5972,0.4138,0.446,0.4075,0.428,0.4041,0.6414,0.5725,0.44,0.6576,0.561,0.6272,0.5383,0.6115,0.5309,0.6535
"484",0.5775,0.5024,0.5177,0.5252,0.514,0.61,0.5759,0.6593,0.609,0.5589,0.4557,0.455,0.4244,0.4705,0.4776,0.6549,0.5995,0.6525,0.658,0.582,0.6641,0.6032,0.6714,0.5999,0.649
"485",0.559,0.5142,0.4811,0.5304,0.6095,0.7124,0.7117,0.6446,0.5975,0.6951,0.695,0.6755,0.7337,0.7607,0.7099,0.5187,0.4545,0.5175,0.5634,0.5,0.712,0.6119,0.6266,0.6536,0.7135
"486",0.491,0.4218,0.3369,0.4552,0.4095,0.433,0.4505,0.4478,0.4475,0.426,0.3976,0.395,0.3405,0.413,0.4012,0.4087,0.397,0.348,0.4034,0.3085,0.4786,0.5035,0.426,0.4199,0.5005
"487",0.6,0.4952,0.5482,0.4938,0.5315,0.5151,0.5694,0.4698,0.5075,0.4503,0.633,0.577,0.5746,0.5952,0.6116,0.4293,0.41,0.3715,0.405,0.4375,0.6389,0.5524,0.6077,0.5784,0.536
"488",0.6185,0.6198,0.6942,0.6988,0.7235,0.4784,0.5154,0.4936,0.496,0.4619,0.5852,0.6315,0.6544,0.6899,0.6716,0.4935,0.364,0.3955,0.4194,0.3965,0.4515,0.4322,0.3368,0.3108,0.2825
"489",0.2695,0.2874,0.3439,0.3002,0.2965,0.5207,0.5364,0.5422,0.533,0.5366,0.4147,0.401,0.4073,0.3969,0.4277,0.6548,0.5895,0.4385,0.637,0.577,0.3359,0.3087,0.3598,0.3114,0.2615
"490",0.4585,0.437,0.4181,0.4774,0.4175,0.6145,0.6463,0.6297,0.643,0.66,0.729,0.695,0.771,0.7615,0.7272,0.6689,0.72,0.7555,0.7006,0.702,0.7232,0.6169,0.6464,0.6684,0.73
"491",0.672,0.7152,0.6951,0.773,0.7435,0.6164,0.6534,0.6676,0.6205,0.6501,0.5233,0.5665,0.5434,0.487,0.5456,0.3917,0.451,0.347,0.4316,0.389,0.4863,0.4898,0.4825,0.48,0.516
"492",0.404,0.3492,0.2751,0.4002,0.371,0.4935,0.4762,0.449,0.457,0.5038,0.3584,0.316,0.2624,0.3577,0.3318,0.297,0.3665,0.3895,0.3488,0.3715,0.5339,0.6348,0.5367,0.6806,0.5855
"493",0.3635,0.4684,0.3749,0.4098,0.45,0.3992,0.374,0.4323,0.394,0.3744,0.5751,0.6185,0.6569,0.5596,0.5804,0.398,0.35,0.3805,0.3776,0.3435,0.5877,0.6702,0.5903,0.6719,0.6305
"494",0.6135,0.5432,0.5499,0.5306,0.663,0.6596,0.6057,0.705,0.66,0.6063,0.4466,0.4345,0.3715,0.41,0.3984,0.4933,0.5085,0.4265,0.5522,0.5535,0.5468,0.4914,0.4532,0.456,0.5115
"495",0.4725,0.4416,0.4788,0.4766,0.503,0.6323,0.6202,0.6408,0.584,0.6653,0.4657,0.4985,0.4649,0.4868,0.4588,0.4759,0.5575,0.471,0.5278,0.539,0.491,0.4876,0.5158,0.5436,0.4945
"496",0.6315,0.625,0.651,0.6658,0.573,0.6338,0.6334,0.623,0.649,0.6002,0.5487,0.545,0.5517,0.5916,0.5594,0.5439,0.6155,0.489,0.5036,0.504,0.5361,0.504,0.5338,0.5209,0.5235
"497",0.7185,0.645,0.7119,0.7024,0.7125,0.5155,0.5225,0.5172,0.4725,0.5408,0.6339,0.5745,0.6569,0.6866,0.6311,0.6117,0.553,0.6535,0.5544,0.6,0.6992,0.6798,0.6116,0.6296,0.7435
"498",0.4175,0.5184,0.4934,0.4948,0.461,0.707,0.7078,0.7058,0.6665,0.6447,0.6934,0.6715,0.7321,0.7321,0.7274,0.4989,0.537,0.3625,0.5096,0.427,0.5007,0.6521,0.5807,0.4652,0.5975
"499",0.584,0.4766,0.5167,0.4956,0.6085,0.571,0.5733,0.603,0.6085,0.5636,0.5785,0.5605,0.6049,0.6709,0.6053,0.5111,0.5295,0.489,0.593,0.5415,0.4601,0.5326,0.637,0.6068,0.5265
"500",0.637,0.6394,0.6651,0.685,0.5775,0.6492,0.6123,0.6904,0.663,0.6301,0.5618,0.5195,0.523,0.6309,0.5751,0.6158,0.5555,0.566,0.6294,0.5995,0.5514,0.6863,0.6163,0.6076,0.603
"501",0.6365,0.636,0.6155,0.6816,0.614,0.5815,0.5742,0.6372,0.604,0.5683,0.4987,0.54,0.5286,0.5439,0.511,0.6685,0.5685,0.708,0.7262,0.7305,0.5163,0.4871,0.4988,0.4585,0.5815
"502",0.5285,0.514,0.5651,0.523,0.4435,0.4973,0.5589,0.4816,0.476,0.5013,0.5398,0.5175,0.5594,0.556,0.554,0.3381,0.4665,0.3755,0.339,0.337,0.5925,0.5291,0.559,0.6735,0.5615
"503",0.578,0.5602,0.5488,0.645,0.6045,0.4735,0.472,0.455,0.449,0.4907,0.5964,0.5695,0.5503,0.6181,0.5881,0.5412,0.5235,0.4755,0.597,0.516,0.5585,0.5087,0.5401,0.6049,0.603
"504",0.582,0.558,0.5246,0.605,0.5825,0.433,0.403,0.3685,0.455,0.4213,0.4954,0.5495,0.511,0.4971,0.4923,0.5095,0.439,0.374,0.5674,0.462,0.5431,0.509,0.5295,0.5866,0.5935
"505",0.503,0.4806,0.4786,0.4574,0.437,0.6614,0.5769,0.6782,0.669,0.6014,0.482,0.4275,0.4616,0.4355,0.4955,0.349,0.4745,0.3885,0.3442,0.361,0.6006,0.5832,0.5836,0.6147,0.6425
"506",0.494,0.5496,0.5058,0.4982,0.494,0.5071,0.4765,0.5978,0.5835,0.5198,0.5322,0.578,0.5644,0.5503,0.5121,0.7682,0.7635,0.712,0.691,0.7715,0.7253,0.6447,0.6607,0.6565,0.649
"507",0.5415,0.435,0.4593,0.509,0.456,0.7482,0.7291,0.7193,0.656,0.7308,0.594,0.6195,0.5806,0.5834,0.5709,0.4664,0.4735,0.347,0.4398,0.37,0.7505,0.6713,0.6699,0.6594,0.7135
"508",0.7205,0.67,0.7248,0.6728,0.6565,0.5557,0.5522,0.6015,0.5745,0.5285,0.5856,0.644,0.6061,0.5864,0.5874,0.5995,0.681,0.642,0.6298,0.594,0.6145,0.5592,0.5732,0.6353,0.66
"509",0.6085,0.5432,0.6207,0.6022,0.596,0.6794,0.6523,0.6499,0.676,0.6182,0.5249,0.586,0.5647,0.5732,0.523,0.6036,0.585,0.571,0.6196,0.5585,0.4763,0.4688,0.4404,0.5226,0.4785
"510",0.491,0.4218,0.3369,0.4552,0.4095,0.5791,0.521,0.5401,0.5425,0.5057,0.4097,0.4125,0.4019,0.4501,0.4692,0.4846,0.589,0.5275,0.5744,0.5825,0.7036,0.6102,0.6109,0.5716,0.7035
"511",0.708,0.7252,0.7498,0.7522,0.729,0.5207,0.66,0.5501,0.5795,0.5982,0.5129,0.525,0.5201,0.5572,0.5464,0.3371,0.3845,0.438,0.4422,0.487,0.7363,0.6699,0.6723,0.6405,0.711
"512",0.419,0.517,0.4957,0.4884,0.465,0.3819,0.4247,0.3936,0.3695,0.3781,0.5008,0.5205,0.5784,0.5853,0.618,0.5687,0.5155,0.543,0.6228,0.5185,0.6383,0.5499,0.6213,0.5278,0.6595
"513",0.705,0.664,0.7056,0.69,0.627,0.7185,0.7347,0.6671,0.633,0.7133,0.4616,0.4885,0.4862,0.5418,0.5218,0.6755,0.727,0.7,0.788,0.7545,0.443,0.4197,0.4545,0.3927,0.4195
"514",0.563,0.5366,0.5422,0.524,0.4825,0.4833,0.5382,0.4552,0.479,0.4943,0.6057,0.5615,0.5961,0.5761,0.5325,0.5987,0.5755,0.4515,0.528,0.466,0.3287,0.3265,0.4305,0.4019,0.418
"515",0.5855,0.5378,0.5044,0.6212,0.631,0.5168,0.465,0.579,0.521,0.5442,0.5383,0.555,0.5775,0.5569,0.5389,0.5626,0.6205,0.594,0.6804,0.576,0.5765,0.4135,0.5109,0.6144,0.598
"516",0.644,0.6342,0.6867,0.7022,0.717,0.5551,0.5207,0.5952,0.5435,0.5618,0.6833,0.6475,0.7381,0.7137,0.7054,0.6755,0.727,0.7,0.788,0.7545,0.5875,0.6819,0.6506,0.6467,0.587
"517",0.5365,0.4576,0.5026,0.4848,0.509,0.2976,0.3201,0.335,0.3425,0.3095,0.5048,0.5435,0.508,0.5068,0.4815,0.3712,0.38,0.3655,0.3808,0.4265,0.3579,0.3481,0.304,0.3009,0.277
"518",0.3745,0.3188,0.4108,0.3968,0.387,0.3583,0.3435,0.4355,0.369,0.3642,0.7503,0.7135,0.7289,0.672,0.6653,0.6689,0.72,0.7555,0.7006,0.702,0.7182,0.6421,0.7457,0.7015,0.6895
"519",0.557,0.5436,0.5635,0.5484,0.6315,0.5602,0.6242,0.56,0.5685,0.5917,0.5191,0.51,0.5119,0.4972,0.5228,0.5459,0.6425,0.5815,0.6022,0.6395,0.4845,0.4866,0.5082,0.5308,0.4465
"520",0.697,0.7098,0.7173,0.6716,0.7295,0.6719,0.6986,0.6776,0.688,0.6608,0.6869,0.6645,0.6812,0.6724,0.685,0.6869,0.7765,0.7195,0.6336,0.709,0.6989,0.6075,0.5904,0.5717,0.705
"521",0.5735,0.5726,0.5396,0.5688,0.587,0.5308,0.4517,0.5737,0.522,0.5439,0.6695,0.6835,0.7042,0.6614,0.6875,0.3708,0.4525,0.415,0.3984,0.406,0.3716,0.5524,0.4577,0.4016,0.409
"522",0.5625,0.5548,0.5069,0.5034,0.5175,0.762,0.7525,0.7124,0.719,0.7028,0.6464,0.6515,0.6747,0.6226,0.6666,0.6232,0.602,0.6255,0.7208,0.6345,0.6259,0.5776,0.6052,0.6091,0.595
"523",0.6425,0.6416,0.673,0.6884,0.5845,0.6202,0.5431,0.6165,0.635,0.5439,0.5341,0.512,0.5146,0.6282,0.5672,0.4468,0.5185,0.4645,0.5402,0.4055,0.5679,0.5443,0.5395,0.6526,0.567
"524",0.6695,0.608,0.62,0.6208,0.6095,0.4624,0.5033,0.4659,0.4975,0.5282,0.7091,0.678,0.7044,0.6592,0.6457,0.6315,0.525,0.4715,0.5466,0.484,0.5768,0.4987,0.5711,0.5964,0.625
"525",0.5935,0.4882,0.564,0.4878,0.52,0.5315,0.5393,0.6179,0.608,0.5451,0.498,0.491,0.5661,0.5678,0.5984,0.6371,0.722,0.6515,0.7568,0.729,0.5853,0.5381,0.5609,0.6654,0.5715
"526",0.6235,0.645,0.634,0.6328,0.572,0.5787,0.6357,0.5847,0.5765,0.6103,0.7114,0.6805,0.7076,0.7185,0.7043,0.4057,0.394,0.347,0.4076,0.3075,0.5989,0.5872,0.5855,0.6173,0.6405
"527",0.5905,0.5016,0.4621,0.4944,0.64,0.5639,0.6867,0.6038,0.558,0.6196,0.474,0.542,0.4724,0.46,0.4819,0.4529,0.496,0.5035,0.5274,0.5605,0.5921,0.6113,0.5861,0.514,0.6145
"528",0.5905,0.5246,0.5527,0.511,0.534,0.6129,0.6072,0.5813,0.5895,0.6144,0.6468,0.567,0.5735,0.613,0.6164,0.535,0.5015,0.582,0.5862,0.5225,0.6599,0.5549,0.6324,0.6524,0.5275
"529",0.4865,0.5534,0.5048,0.4944,0.4985,0.5165,0.4602,0.5074,0.486,0.5321,0.5795,0.6165,0.6504,0.5891,0.6486,0.7493,0.739,0.668,0.699,0.752,0.6321,0.6413,0.565,0.6053,0.696
"530",0.5795,0.5512,0.5473,0.6054,0.609,0.5239,0.4795,0.6135,0.5735,0.5386,0.5243,0.558,0.5659,0.5366,0.5335,0.5552,0.6185,0.601,0.6766,0.59,0.4907,0.4438,0.546,0.5442,0.548
"531",0.4595,0.3838,0.3891,0.4058,0.4305,0.4678,0.5271,0.5302,0.5335,0.5852,0.5935,0.6075,0.6945,0.5826,0.5861,0.4495,0.4995,0.4865,0.4978,0.4375,0.3843,0.3344,0.3177,0.3455,0.467
"532",0.466,0.5116,0.5572,0.5616,0.533,0.5587,0.5146,0.5953,0.532,0.5586,0.4718,0.469,0.4739,0.5334,0.5122,0.5573,0.645,0.5845,0.599,0.636,0.4019,0.4888,0.4752,0.4905,0.468
"533",0.528,0.4876,0.4449,0.579,0.5075,0.6407,0.6638,0.6916,0.659,0.647,0.4083,0.3375,0.3289,0.4187,0.3689,0.658,0.6565,0.591,0.5962,0.547,0.6005,0.5994,0.7555,0.6512,0.6325
"534",0.5525,0.5566,0.544,0.607,0.576,0.5998,0.6769,0.642,0.6175,0.6133,0.6491,0.5935,0.5823,0.6505,0.6343,0.5859,0.6835,0.6065,0.629,0.6475,0.4797,0.4712,0.4524,0.5271,0.472
